,ID,Comp,Abstract,Importance,,实验二模型评估等级
6046,6896,Compare,replacecompare dialog shouldnt be ,P3 normal (vote)  ,,3
6048,6898,UI,hierarchy show member type ,P3 normal (vote)  ,,3
6049,6899,Resources,extension point spec orgeclipsecoreresourcesnatures ,P3 normal (vote)  ,,3
6056,6906,Core,exception use code assist package rename ,P3 normal (vote)  ,,3
6057,6907,Resources,ifileappendcontents spec do mention ,P3 normal (vote)  ,,3
6059,6909,Resources,ifilesetcontents spec do cover history ,P3 normal (vote)  ,,3
6062,6912,Core,attach source require jarzip ,P3 normal (vote)  ,,3
6063,6913,UI,exception organize import ,P3 normal (vote)  ,,3
6068,6918,UI,member subview hierarchy view ,P3 normal (vote)  ,,3
6072,6922,UI,class tree expand code save ,P3 normal (vote)  ,,3
6074,6924,Core,arrayindexoutofboundsexception set path ,P3 normal (vote)  ,,3
6076,6926,UI,illegalargumentexception textviewersetselectedrange select search result ,P3 normal (vote)  ,,3
6079,6929,UI,actionsets menu action set do appear metadata delete ,P3 normal (vote)  ,,3
6082,6932,Core,statement loop contains trail comment ,P3 normal (vote)  ,,3
6084,6934,UI,codecompletion cant display float popup completion ,P3 normal (vote)  ,,3
6085,6935,UI,codecompletion fill argument feature bug int ,P3 normal (vote)  ,,3
6094,6944,UI,ieditoractiondelegate call run setactiveeditor ,P3 normal (vote)  ,,3
6103,6953,Core,code assist proposal interface constructor ,P3 normal (vote)  ,,3
6108,6958,Core,npe deltaprocessor ,P3 normal (vote)  ,,3
6113,6963,Doc,resource filter extension point miss doc ,P3 normal (vote)  ,,3
6118,6968,UI,goto line offer line number ,P3 normal (vote)  ,,3
6127,6977,UI,organize import import class ,P3 normal (vote)  ,,3
6128,6978,UI,organize import ,P3 normal (vote)  ,,3
6129,6979,Core,code formatter add indent opening brace ,P3 normal (vote)  ,,3
6143,6993,Core,javamodel inconsistency unit classpath ,P3 normal (vote)  ,,3
6144,6994,Resources,delete ,P3 normal (vote)  ,,3
6146,6996,UI,package packageview be add bottom tree ,P3 normal (vote)  ,,3
6154,7004,Debug,dcr deselect button step filter preference page ,P3 normal (vote)  ,,3
6156,7006,UI,eclipse dy run memory ,P3 normal (vote)  ,,3
6161,7011,SWT,problem bitblitting sdk ,P3 normal (vote)  ,,3
6171,7021,UI,junit plugin impedes eclipse response mouse event ,P3 normal (vote)  ,,3
6174,7024,Debug,launcher be use jdk api ,P3 normal (vote)  ,,3
6176,7026,Core,walkback rename project reproduce ,P3 normal (vote)  ,,3
6180,7030,Core,illegalargumentexception rename project ,P3 normal (vote)  ,,3
6186,7036,UserAssistance,delay display topic ,P3 normal (vote)  ,,3
6187,7037,UI,field npe ,P3 normal (vote)  ,,3
6192,7042,UI,navigator toolbar update context menu pop ,P3 normal (vote)  ,,3
6193,7043,UI,propertiesview save filing do size property property view ,P3 normal (vote)  ,,3
6194,7044,UI,project scroll top package view scrollbar ,P3 normal (vote)  ,,3
6195,7045,UI,save dialog have default container name ,P3 normal (vote)  ,,3
6197,7047,Resources,like move fragment location ,P3 normal (vote)  ,,3
6198,7048,Compare,element select ,P3 normal (vote)  ,,3
6201,7051,UI,smoke npe javaoutlinepage ,P3 normal (vote)  ,,3
6202,7052,UI,smoke image codecompletion become ,P3 normal (vote)  ,,3
6203,7053,UI,method shift follow bracket ,P3 normal (vote)  ,,3
6204,7054,Resources,type ignore ,P3 normal (vote)  ,,3
6210,7060,Resources,type specs ,P3 normal (vote)  ,,3
6211,7061,UI,organise import package specify sort order default alphabetic ,P3 normal (vote)  ,,3
6222,7072,Core,member superclass subclass ,P3 normal (vote)  ,,3
6224,7074,Team,cv cannot use dsa key connection relate ,P3 normal (vote)  ,,3
6243,7093,UI,editor project seem ,P3 normal (vote)  ,,3
6244,7094,UI,template contain cv keywords cant be save ,P3 normal (vote)  ,,3
6246,7096,UI,pop menu abstracttexteditor ,P3 normal (vote)  ,,3
6247,7097,UI,pull method be be pull field ,P3 normal (vote)  ,,3
6253,7103,UI,property sheet show name java element ,P3 normal (vote)  ,,3
6256,7106,Core,position multi declaration ,P3 normal (vote)  ,,3
6258,7108,Debug,action disappear package view ,P3 normal (vote)  ,,3
6265,7115,SWT,example do have drag drop ,P3 normal (vote)  ,,3
6269,7119,Core,assist do complete code ,P3 normal (vote)  ,,3
6271,7121,UI,export file source folder ,P3 normal (vote)  ,,3
6272,7122,Debug,action cleanupdispose ,P3 normal (vote)  ,,3
6275,7125,UI,package view filefolder wizard initialize ,P3 normal (vote)  ,,3
6279,7129,Core,problem replace project ,P3 normal (vote)  ,,3
6280,7130,UI,pin button be action set ,P3 normal (vote)  ,,3
6290,7140,UI,view open behaviour ,P3 normal (vote)  ,,3
6291,7141,UI,show package view work member ,P3 normal (vote)  ,,3
6293,7143,Team,replace stream lead problem file open ,P3 normal (vote)  ,,3
6295,7145,UI,f do work decl ,P3 normal (vote)  ,,3
6296,7146,Doc,miss documentation ,P3 normal (vote)  ,,3
6299,7149,UI,generation string trail ,P3 normal (vote)  ,,3
6302,7152,UI,support action ,P3 normal (vote)  ,,3
6303,7153,UI,exception use method ,P3 normal (vote)  ,,3
6306,7156,UI,search use search java search page list give result ,P3 normal (vote)  ,,3
6308,7158,UI,rename class rename cufile ,P3 normal (vote)  ,,3
6309,7159,SWT,miss javadoc event field ,P3 normal (vote)  ,,3
6318,7168,UI,illegalargumentexception linkedpositionui ,P3 normal (vote)  ,,3
6320,7170,SWT,space size problem ,P3 normal (vote)  ,,3
6322,7172,UI,run button java perspective ,P3 normal (vote)  ,,3
6323,7173,UI,buffer need remember cursor location ,P3 normal (vote)  ,,3
6327,7177,UI,swtpijar find ,P3 normal (vote)  ,,3
6328,7178,Debug,class doesnt run ,P3 normal (vote)  ,,3
6330,7180,Resources,start get ,P3 normal (vote)  ,,3
6331,7181,UI,behavior code assist comment organize import ,P3 normal (vote)  ,,3
6333,7183,UI,workbench doesnt ,P3 normal (vote)  ,,3
6338,7188,UI,convert pde wizard be ,P3 normal (vote)  ,,3
6343,7193,Debug,expression persistence ,P3 normal (vote)  ,,3
6348,7198,UI,editor undo change set state false ,P3 normal (vote)  ,,3
6352,7202,Debug,area do respect type display prefs ,P3 normal (vote)  ,,3
6353,7203,Debug,display view bring front do inspect ,P3 normal (vote)  ,,3
6354,7204,Debug,copy variable action need icon ,P3 normal (vote)  ,,3
6360,7210,UI,move class do update package view ,P3 normal (vote)  ,,3
6367,7217,UI,editor inconsistent confusing ,P3 normal (vote)  ,,3
6368,7218,Debug,page book view ,P3 normal (vote)  ,,3
6375,7225,UI,marker persisent transient ,P3 normal (vote)  ,,3
6377,7227,UI,java browser perspective show package icon view title activation ,P3 normal (vote)  ,,3
6381,7231,UI,restore workbench editor class file ,P3 normal (vote)  ,,3
6384,7234,UI,drop list widget ,P3 normal (vote)  ,,3
6385,7235,UI,contribution need dispose action delegate ,P3 normal (vote)  ,,3
6386,7236,UI,illegalargumentexception define objectclass ,P3 normal (vote)  ,,3
6392,7242,Resources,core e cpu ,P3 normal (vote)  ,,3
6400,7250,Team,sync conflict deletion be improve ,P3 normal (vote)  ,,3
6408,7258,Team,cv sync view need show revision information editor ,P3 normal (vote)  ,,3
6409,7259,Team,cv compare view doesnt handle branch ,P3 normal (vote)  ,,3
6410,7260,Team,compare remote fail ,P3 normal (vote)  ,,3
6413,7263,UI,auto create javadoc comment start ,P3 normal (vote)  ,,3
6422,7272,Core,open selection work jar ,P3 normal (vote)  ,,3
6424,7274,UI,reorder parameter incorrect parameter have modifier ,P3 normal (vote)  ,,3
6427,7277,Debug,step detail event intooverreturn ,P3 normal (vote)  ,,3
6430,7280,UI,seleciting item view doesnt move cursor editor ,P3 normal (vote)  ,,3
6431,7281,Team,change teamui pluginxml need rework ,P3 normal (vote)  ,,3
6432,7282,Team,history doesnt work ,P3 normal (vote)  ,,3
6434,7284,Team,history view compare need ,P3 normal (vote)  ,,3
6436,7286,Team,history view drag drop ,P3 normal (vote)  ,,3
6439,7289,Resources,run instance eclipse ,P3 normal (vote)  ,,3
6444,7294,Core,stackoverflowexception itypegetfields ,P3 normal (vote)  ,,3
6446,7296,UI,paste convert tab space ,P3 normal (vote)  ,,3
6450,7300,UI,surround trycatch allow trycatch ,P3 normal (vote)  ,,3
6452,7302,Core,visibility search result ,P3 normal (vote)  ,,3
6453,7303,UI,cant put template ,P3 normal (vote)  ,,3
6454,7304,UI,surround trycatch need step undo refactoring ,P3 normal (vote)  ,,3
6456,7306,UI,source folder corruption int ,P3 normal (vote)  ,,3
6457,7307,Debug,execution args class ,P3 normal (vote)  ,,3
6458,7308,UI,need internationalize sort ,P3 normal (vote)  ,,3
6462,7312,UI,part lifecycle need clarification ,P3 normal (vote)  ,,3
6464,7314,UI,java editor bold width problem ,P3 normal (vote)  ,,3
6466,7316,Debug,inconsistent case show detail pane ,P3 normal (vote)  ,,3
6469,7319,Core,format comment ,P3 normal (vote)  ,,3
6470,7320,UI,diff scroll go diff ,P3 normal (vote)  ,,3
6472,7322,UI,menu ,P3 normal (vote)  ,,3
6473,7323,Team,cv sync considertions conflict handling ,P3 normal (vote)  ,,3
6475,7325,Core,collision be ,P3 normal (vote)  ,,3
6476,7326,Team,history view refresh need ,P3 normal (vote)  ,,3
6477,7327,Team,add workspace history doesnt revision ,P3 normal (vote)  ,,3
6485,7335,UI,perspective way reuse hierarchy perspective ,P3 normal (vote)  ,,3
6486,7336,Ant,search lot match ,P3 normal (vote)  ,,3
6490,7340,UI,need iimportstructureremoveimport ,P3 normal (vote)  ,,3
6494,7344,Core,search acces give result ,P3 normal (vote)  ,,3
6497,7347,UI,edit behaviour java editor ,P3 normal (vote)  ,,3
6499,7349,UI,generate getter setter do update outliner ,P3 normal (vote)  ,,3
6502,7352,Releng,spell error ,P3 normal (vote)  ,,3
6504,7354,Core,compatibility javac output directory be specify ,P3 normal (vote)  ,,3
6506,7356,Team,outgo deletion be overwrite catchup ,P3 normal (vote)  ,,3
6509,7359,Team,miss string cv core ,P3 normal (vote)  ,,3
6510,7360,Team,syncaction use default tag ,P3 normal (vote)  ,,3
6519,7369,UI,npe junit plugin junit launch wizard ,P3 normal (vote)  ,,3
6522,7372,Team,cv property page project need info repo location ,P3 normal (vote)  ,,3
6523,7373,Team,need cv property page file ,P3 normal (vote)  ,,3
6525,7375,Core,class name dont appear package view ,P3 normal (vote)  ,,3
6528,7378,UI,parameter type show search view ,P3 normal (vote)  ,,3
6530,7380,Core,scope traverse method ,P3 normal (vote)  ,,3
6537,7387,Resources,core dump linux ,P3 normal (vote)  ,,3
6539,7389,UI,propertydescriptors documentation indicates be checkboxpropertydescriptor ,P3 normal (vote)  ,,3
6544,7394,UI,test ,P3 normal (vote)  ,,3
6546,7396,Resources,open project property ,P3 normal (vote)  ,,3
6547,7397,UI,code completion array declaration get way ,P3 normal (vote)  ,,3
6552,7402,UI,package view sort case ,P3 normal (vote)  ,,3
6555,7405,Debug,user define step filter have validity check ,P3 normal (vote)  ,,3
6558,7408,Team,need pick exist connection list ,P3 normal (vote)  ,,3
6564,7414,UI,swtexception closing workbench window ,P3 normal (vote)  ,,3
6568,7418,Debug,need process view ,P3 normal (vote)  ,,3
6578,7428,UI,request pde form componentplugin ,P3 normal (vote)  ,,3
6580,7430,Debug,reuse ,P3 normal (vote)  ,,3
6581,7431,UI,support set background color formwidgetfactory ,P3 normal (vote)  ,,3
6584,7434,UI,organize import add class ,P3 normal (vote)  ,,3
6589,7439,Core,format class ,P3 normal (vote)  ,,3
6590,7440,SWT,glitch navigation bar pocketpc close j run swt app ,P3 normal (vote)  ,,3
6591,7441,Core,open type be ,P3 normal (vote)  ,,3
6594,7444,UI,surround trycatch npe ,P3 normal (vote)  ,,3
6596,7446,Core,npe search declaration expressioniscompactableoperation ,P3 normal (vote)  ,,3
6598,7448,UI,imarker cannot be delete set do ,P3 normal (vote)  ,,3
6600,7450,Team,unmanaged file overwrite exist remote file ,P3 normal (vote)  ,,3
6604,7454,UI,find replace ,P3 normal (vote)  ,,3
6607,7457,Debug,jdk give source root src ,P3 normal (vote)  ,,3
6610,7460,Resources,performance task list filtering findmarkers ,P3 normal (vote)  ,,3
6619,7469,UI,preference java template ,P3 normal (vote)  ,,3
6627,7477,UI,status bar isnt protect multiline message ,P3 normal (vote)  ,,3
6629,7479,UI,like be copy marker message clipboard ,P3 normal (vote)  ,,3
6631,7481,UI,jme compare ,P3 normal (vote)  ,,3
6634,7484,Update(deprecated-useEclipse>Equinox>p2),miss mnemonic manager ,P3 normal (vote)  ,,3
6636,7486,SWT,cannot use shift select tree ,P3 normal (vote)  ,,3
6639,7489,UI,viewer tableviewer row column use fullselection ,P3 normal (vote)  ,,3
6642,7492,UI,patch test ,P3 normal (vote)  ,,3
6646,7496,Core,interface show class assist ,P3 normal (vote)  ,,3
6652,7502,UI,accessibility dialog cut widget font ,P3 normal (vote)  ,,3
6659,7509,Core,gqduc ctrlspace code completion do work ,P3 normal (vote)  ,,3
6660,7510,UI,export wizard select type use progress monitor wait cursor ,P3 normal (vote)  ,,3
6661,7511,UI,import select type indicate directory be filter ,P3 normal (vote)  ,,3
6668,7518,Team,port miss cv property page ,P3 normal (vote)  ,,3
6669,7519,Team,cannot disconnectreconnect project cache cv info ,P3 normal (vote)  ,,3
6670,7520,Team,syncview cannot checkin get mode ,P3 normal (vote)  ,,3
6675,7525,Team,file property show permission ,P3 normal (vote)  ,,3
6677,7527,UI,refactoring get way ,P3 normal (vote)  ,,3
6681,7531,Update(deprecated-useEclipse>Equinox>p2),nosuchmethoderror open eclipse view ,P3 normal (vote)  ,,3
6684,7534,UI,dialog have getbuttonint id ,P3 normal (vote)  ,,3
6693,7543,UI,importexport checkbox tree state ,P3 normal (vote)  ,,3
6704,7554,UI,property page resolution ,P3 normal (vote)  ,,3
6705,7555,UI,avoid use alt shift space ,P3 normal (vote)  ,,3
6706,7556,UI,avoid ctrlshift accelerator ,P3 normal (vote)  ,,3
6707,7557,UI,property page reopen ,P3 normal (vote)  ,,3
6711,7561,Team,ilocalremotesync interface need rework repackaging ,P3 normal (vote)  ,,3
6712,7562,Team,api change team decoration extension need be remove ,P3 normal (vote)  ,,3
6713,7563,Team,event mechanism teamcore need review ,P3 normal (vote)  ,,3
6716,7566,SWT,core dump expand item debug inspector ,P3 normal (vote)  ,,3
6719,7569,UI,defualt font be point use ,P3 normal (vote)  ,,3
6722,7572,UI,zip file export dialog do check destination ,P3 normal (vote)  ,,3
6725,7575,UI,show view sub menu order ,P3 normal (vote)  ,,3
6726,7576,UI,outliner ,P3 normal (vote)  ,,3
6731,7581,UI,comboboxcelleditor do size sheet ,P3 normal (vote)  ,,3
6732,7582,Team,winnt server fail commit backslash repo root ,P3 normal (vote)  ,,3
6735,7585,UI,brace show align ,P3 normal (vote)  ,,3
6736,7586,Core,codeassist method javadoc ,P3 normal (vote)  ,,3
6749,7599,Team,cv extssh patch allow sshd return sshmsgdebug ,P3 normal (vote)  ,,3
6750,7600,UI,exception templatecollector ,P3 normal (vote)  ,,3
6755,7605,Debug,feature doubleclicking config dialog ,P3 normal (vote)  ,,3
6759,7609,Debug,attempt go marker exists ,P3 normal (vote)  ,,3
6764,7614,Team,exception check repo view ,P3 normal (vote)  ,,3
6770,7620,Team,need progress change connection info project property ,P3 normal (vote)  ,,3
6773,7623,UI,npe pulluprefactoring action activation ,P3 normal (vote)  ,,3
6775,7625,Core,typehierarchy work copy ,P3 normal (vote)  ,,3
6778,7628,Team,use timestamp conversion break compatibility command line tool ,P3 normal (vote)  ,,3
6779,7629,UI,rename variable be hook rename ,P3 normal (vote)  ,,3
6781,7631,Debug,add watchpoint package view associate project ,P3 normal (vote)  ,,3
6782,7632,SWT,widget doesnt item focus rightclick ,P3 normal (vote)  ,,3
6784,7634,UI,open context menu outliner ,P3 normal (vote)  ,,3
6786,7636,Core,cant do code assist field class ,P3 normal (vote)  ,,3
6787,7637,Core,attach source show class jar ,P3 normal (vote)  ,,3
6801,7651,Debug,openonconsoletypeaction do work type ,P3 normal (vote)  ,,3
6805,7655,Team,coreexceptions be log ,P3 normal (vote)  ,,3
6807,7657,Team,exception handling be improve ,P3 normal (vote)  ,,3
6819,7669,UI,show package view enables selection ,P3 normal (vote)  ,,3
6831,7681,UI,structure result expand statement ,P3 normal (vote)  ,,3
6845,7695,UserAssistance,copyright symbol maintain wsw help toc ,P3 normal (vote)  ,,3
6851,7701,UI,navigator item change default editor file ,P3 normal (vote)  ,,3
6852,7702,UI,tool tip extend screen ,P3 normal (vote)  ,,3
6858,7708,UI,menu context incorrect window be focus ,P3 normal (vote)  ,,3
6869,7719,UI,cant select element hold shift key arrow key ,P3 normal (vote)  ,,3
6870,7720,UI,behavior eclipse help launch dialog ,P3 normal (vote)  ,,3
6874,7724,UI,navigator be tooltips appear navigator ,P3 normal (vote)  ,,3
6875,7725,UI,context menu navigator delete project ,P3 normal (vote)  ,,3
6881,7731,UI,pagesite call javaoutlinepage ,P3 normal (vote)  ,,3
6886,7736,UI,focus incorrect preference window time use key shift page preference page ,P3 normal (vote)  ,,3
6888,7738,UI,ctrlc ctrlv copy paste do work navigator ,P3 normal (vote)  ,,3
6889,7739,UI,java editor format newline open brace style manner ,P3 normal (vote)  ,,3
6895,7745,UI,viewer wswb allow drag column window ,P3 normal (vote)  ,,3
6909,7759,UI,search view populate view ,P3 normal (vote)  ,,3
6910,7760,Debug,walkback target inspect ,P3 normal (vote)  ,,3
6911,7761,UI,contribution cant structure selection selection ,P3 normal (vote)  ,,3
